ds,yhat,yhat_lower,yhat_upper
2023-02-20,44.86418740216995,38.2652285341303,50.88514516939055
2023-02-21,45.547317209754,38.87629859129092,52.26555526471682
2023-02-22,44.970723395428514,38.3660563545668,51.36266927452147
2023-02-23,45.31181222438307,38.97139922363549,51.771202626590295
2023-02-24,45.37346334716193,38.99746949336518,51.659225206805
2023-02-27,44.6154540707737,38.25739318142295,50.902352099725675
2023-02-28,45.23068167907279,38.85368479668072,51.634191142322855
2023-03-01,44.58897821553502,38.14207768802942,51.02104310182263
2023-03-02,44.86906311952108,38.4189766616932,51.26997380024099
2023-03-03,44.87508108105353,38.91845670545847,51.31613515262477
2023-03-06,43.99362827522755,37.95037580266374,50.128706150943984
2023-03-07,44.585247081840095,38.65605064418694,51.27106296671621
2023-03-08,43.929788513412696,37.659477572307665,49.82234755946817
2023-03-09,44.20631435161695,37.66394247362771,50.41345409460256
2023-03-10,44.21907961430056,37.641434570713656,50.72187146410451
2023-03-13,43.41721332645711,36.81165546572641,49.08931206844069
2023-03-14,44.05311962671458,37.81965110848617,50.40803851197885
2023-03-15,43.449254721251826,36.81998405509834,50.10671511931294
2023-03-16,43.78343122663649,37.6942979914598,50.03190750055013
2023-03-17,43.85849001289669,37.4764585045143,50.18229025371347
2023-03-20,43.25540033117028,37.37908426957293,49.58158752434958
2023-03-21,43.955866018846585,37.43854213496889,49.98541992313703
2023-03-22,43.412848805411556,36.72221100293027,49.65482071683593
2023-03-23,43.80251546595061,37.584058590698504,50.808389534810914
2023-03-24,43.926167742635194,36.95626919272848,49.76275291802307
2023-03-27,43.41451311766694,37.30226253953193,49.72453901643161
2023-03-28,44.12407238227622,37.62293913303865,49.93126429851624
2023-03-29,43.578448167171295,37.081069948030624,49.93142769685808
2023-03-30,43.95362306289743,37.7496604521191,50.137358975293054
2023-03-31,44.051013066654015,37.93770748907679,50.55509023858841
2023-04-03,43.395592377734594,37.436761047702056,49.32264417155524
2023-04-04,44.038892433397095,37.39160763302685,50.48122395980105
2023-04-05,43.420159832587295,36.8010195131395,49.967149887210574
2023-04-06,43.71710764679156,37.13668789800016,49.6419566910131
2023-04-07,43.73305982428665,37.71680366254379,50.3793714191647
2023-04-10,42.8349115905387,36.45682848178756,49.12373609589406
2023-04-11,43.405044442507055,36.68281916994573,49.610010452267026
2023-04-12,42.72058181205729,36.09246240423682,48.86390003208298
2023-04-13,42.96124794568233,36.28111707015451,49.24001584202264
2023-04-14,42.932224907775314,36.75783939041795,49.048044476364666
2023-04-17,41.98236650603041,35.64073670261399,48.14917260702956
